fips,state_name,latitude,longtitude,hq_address,hospital_name,hospital_type,hq_city,hq_state
48201.0,Texas,30.020589700000077,-95.442608,710 Cypress Creek Pkwy,HCA Houston Healthcare Northwest (FKA Houston Northwest Medical Center),Short Term Acute Care Hospital,Houston,TX
48201.0,Texas,29.72944860000007,-95.59472189999995,12141 Richmond Ave,HCA Houston Healthcare West (FKA West Houston Medical Center),Short Term Acute Care Hospital,Houston,TX
48201.0,Texas,29.847377400000028,-95.4080651,510 W Tidwell Rd,United Memorial Medical Center (FKA Doctors Hospital),Short Term Acute Care Hospital,Houston,TX
48201.0,Texas,29.70018650000003,-95.409091,7401 Main St,Texas Orthopedic Hospital,Short Term Acute Care Hospital,Houston,TX
48339.0,Texas,30.240408500000058,-95.48826789999998,17200 St Lukes Way,CHI St Lukes Health - The Woodlands Hospital,Short Term Acute Care Hospital,The Woodlands,TX
48201.0,Texas,29.78743350000008,-95.78633419999994,23900 Katy Fwy,Memorial Hermann Katy Hospital,Short Term Acute Care Hospital,Katy,TX
48201.0,Texas,29.96655750000008,-95.55100789999996,18220 State Highway 249,Houston Methodist Willowbrook Hospital (FKA Methodist Willowbrook Hospital),Short Term Acute Care Hospital,Houston,TX
48201.0,Texas,29.65941890000005,-95.17734249999997,4301 Vista Rd,Surgery Specialty Hospitals of America,Short Term Acute Care Hospital,Pasadena,TX
48201.0,Texas,29.77683540000004,-95.71698449999997,701 S Fry Rd,Houston Methodist Continuing Care Hospital (AKA Houston Methodist West Hospital - St Catherine Campus),Long Term Acute Care Hospital,Katy,TX
48201.0,Texas,29.70990790000008,-95.39972249999994,6565 Fannin St,Houston Methodist Hospital (FKA the Methodist Hospital),Short Term Acute Care Hospital,Houston,TX
48201.0,Texas,29.76915680000008,-94.97960289999996,4401 Garth Rd,Houston Methodist Baytown Hospital (FKA Houston Methodist San Jacinto Hospital),Short Term Acute Care Hospital,Baytown,TX
48201.0,Texas,29.661244400000044,-95.18378079999997,4000 Spencer Hwy,HCA Houston Healthcare Southeast (FKA Bayshore Medical Center),Short Term Acute Care Hospital,Pasadena,TX
48201.0,Texas,29.707177,-95.39698189999996,1515 Holcombe Blvd,University of Texas MD Anderson Cancer Center,Short Term Acute Care Hospital,Houston,TX
48201.0,Texas,29.71381260000004,-95.39638189999994,6411 Fannin St,Memorial Hermann - Texas Medical Center,Short Term Acute Care Hospital,Houston,TX
48201.0,Texas,29.748483,-95.36623089999996,1401 St Joseph Pkwy,St Joseph Medical Center,Short Term Acute Care Hospital,Houston,TX
48201.0,Texas,29.70770570000008,-95.40062239999996,6720 Bertner Ave,CHI St Lukes Health - Baylor St Lukes Medical Center,Short Term Acute Care Hospital,Houston,TX
48201.0,Texas,29.641134100000045,-95.16226809999996,4600 E Sam Houston Pkwy S,CHI St Lukes Health - Patients Medical Center,Short Term Acute Care Hospital,Pasadena,TX
48339.0,Texas,30.047786100000053,-95.2586217,300 Kingwood Medical Dr,Memorial Hermann Surgical Hospital Kingwood,Short Term Acute Care Hospital,Kingwood,TX
48201.0,Texas,29.53404290000003,-95.12602459999994,333 N Texas Ave,Houston Physicians Hospital,Short Term Acute Care Hospital,Webster,TX
48203.0,Texas,32.53707490000005,-94.3691998,811 S Washington Ave,CHRISTUS Good Shepherd Medical Center - Marshall,Short Term Acute Care Hospital,Marshall,TX
48209.0,Texas,29.852143900000044,-97.945751,1301 Wonder World Dr,CHRISTUS Health Santa Rosa Hospital - San Marcos (FKA Central Texas Medical Center),Short Term Acute Care Hospital,San Marcos,TX
48209.0,Texas,30.00848910000008,-97.85311639999998,6001 Kyle Pkwy,Ascension Seton Hays (FKA Seton Medical Center Hays),Short Term Acute Care Hospital,Kyle,TX
48211.0,Texas,35.902850200000046,-100.38742019999997,1020 S 4th St,Hemphill County Hospital,Short Term Acute Care Hospital,Canadian,TX
48213.0,Texas,32.16988,-95.844688,2000 S Palestine St,UT Health Athens (FKA East Texas Medical Center - Athens),Short Term Acute Care Hospital,Athens,TX
48215.0,Texas,26.196656,-98.31409349999996,900 S Bryan Rd,Mission Regional Medical Center,Short Term Acute Care Hospital,Mission,TX
48215.0,Texas,26.15346980000004,-97.97750779999996,1401 E 8th St,Knapp Medical Center,Short Term Acute Care Hospital,Weslaco,TX
48215.0,Texas,26.261309400000076,-98.18182529999996,1102 W Trenton Rd,South Texas Health System Edinburg (FKA Edinburg Regional Medical Center),Short Term Acute Care Hospital,Edinburg,TX
48215.0,Texas,26.18633680000005,-98.22221149999996,101 E Ridge Rd,Rio Grande Regional Hospital,Short Term Acute Care Hospital,McAllen,TX
48215.0,Texas,26.262707,-98.19832479999997,2302 Cornerstone Blvd,Cornerstone Regional Hospital,Short Term Acute Care Hospital,Edinburg,TX
48215.0,Texas,26.252660900000024,-98.20533759999996,5501 S Mccoll Rd,Doctors Hospital at Renaissance Health (AKA DHR Health),Short Term Acute Care Hospital,Edinburg,TX
48217.0,Texas,32.013050400000054,-97.099183,101 Circle Dr,Hill Regional Hospital,Critical Access Hospital,Hillsboro,TX
48219.0,Texas,33.57275850000008,-102.36885069999994,1900 College Ave,Covenant Health Levelland (FKA Cook Memorial Hospital),Short Term Acute Care Hospital,Levelland,TX
48221.0,Texas,32.432484800000054,-97.80391179999998,1310 Paluxy Rd,Lake Granbury Medical Center,Short Term Acute Care Hospital,Granbury,TX
48223.0,Texas,33.156223,-95.599683,115 Airport Rd,CHRISTUS Mother Frances Hospital - Sulphur Springs (FKA Hopkins County Memorial Hospital),Short Term Acute Care Hospital,Sulphur Springs,TX
48227.0,Texas,32.23687660000007,-101.490994,1601 W 11th Pl,Scenic Mountain Medical Center,Short Term Acute Care Hospital,Big Spring,TX
48231.0,Texas,33.122376700000075,-96.123585,4215 Joe Ramsey Blvd E,Hunt Regional Medical Center,Short Term Acute Care Hospital,Greenville,TX
48233.0,Texas,35.655432,-101.4093117,100 Medical Dr,Golden Plains Community Hospital,Critical Access Hospital,Borger,TX
48237.0,Texas,33.23087540000006,-98.16687639999998,215 Chisholm Trl,Faith Community Hospital,Short Term Acute Care Hospital,Jacksboro,TX
48241.0,Texas,30.9078,-94.0085,1275 Marvin Hancock Dr,CHRISTUS Southeast Texas Jasper Memorial,Short Term Acute Care Hospital,Jasper,TX
48245.0,Texas,30.070772300000044,-94.11978609999994,3080 College St,Baptist Hospitals of Southeast Texas - Beaumont,Short Term Acute Care Hospital,Beaumont,TX
48245.0,Texas,29.935416600000053,-93.988752,2555 Jimmy Johnson Blvd,The Medical Center of Southeast Texas,Short Term Acute Care Hospital,Port Arthur,TX
48245.0,Texas,30.086975,-94.1321453,2830 Calder St,CHRISTUS Southeast Texas - St Elizabeth,Short Term Acute Care Hospital,Beaumont,TX
48249.0,Texas,27.76476830000007,-98.041818,2500 E Main St,CHRISTUS Spohn Hospital Alice,Short Term Acute Care Hospital,Alice,TX
48251.0,Texas,32.33207010000007,-97.43855669999994,201 Walls Dr,Texas Health Cleburne (FKA Texas Health Harris Methodist Hospital Cleburne),Short Term Acute Care Hospital,Cleburne,TX
48253.0,Texas,32.7674,-99.8955,101 Avenue J,Anson General Hospital,Short Term Acute Care Hospital,Anson,TX
48255.0,Texas,28.837298900000064,-97.78265239999996,3349 S Highway 181,Otto Kaiser Memorial Hospital,Critical Access Hospital,Kenedy,TX
48257.0,Texas,32.59210050000007,-96.31824149999994,850 Ed Hall Dr,Texas Health Kaufman (FKA Texas Health Presbyterian Hospital Kaufman),Short Term Acute Care Hospital,Kaufman,TX
48265.0,Texas,30.04392450000006,-99.15242969999996,551 Hill Country Dr,Peterson Health (AKA Peterson Regional Medical Center),Short Term Acute Care Hospital,Kerrville,TX
48273.0,Texas,27.490568,-97.85089919999996,1311 General Cavazos Blvd,CHRISTUS Spohn Hospital Kleberg,Short Term Acute Care Hospital,Kingsville,TX
48275.0,Texas,33.41376840000004,-99.811273,701 S 5th St,Knox County Hospital,Short Term Acute Care Hospital,Knox City,TX
48277.0,Texas,33.68772730000006,-95.54778309999996,865 Deshong Dr,Paris Regional Medical Center,Short Term Acute Care Hospital,Paris,TX
48279.0,Texas,33.911939,-102.34430179999998,1500 S Sunset Ave,Lamb Healthcare Center,Short Term Acute Care Hospital,Littlefield,TX
48281.0,Texas,31.07241440000007,-98.1863598,608 N Key Ave,AdventHealth Rollins Brook (FKA Rollins Brook Community Hospital),Critical Access Hospital,Lampasas,TX
48285.0,Texas,29.4608,-96.9395,1400 N Texana St,Lavaca Medical Center,Critical Access Hospital,Hallettsville,TX
48293.0,Texas,31.675,-96.4799,600 S Bonham St,Parkview Regional Hospital,Short Term Acute Care Hospital,Mexia,TX
48293.0,Texas,31.531020100000035,-96.52988029999996,701 Mcclintic Dr,Limestone Medical Center,Critical Access Hospital,Groesbeck,TX
48299.0,Texas,30.742769700000053,-98.67755039999996,200 W Ollie St,Mid Coast Medical Center - Central (FKA Baylor Scott & White Medical Center - Llano),Short Term Acute Care Hospital,Llano,TX
48303.0,Texas,33.57710650000007,-101.89255839999998,3615 19th St,Covenant Medical Center,Short Term Acute Care Hospital,Lubbock,TX
48303.0,Texas,33.60300070000005,-101.9160179,4810 N Loop 289,Lubbock Heart & Surgical Hospital,Short Term Acute Care Hospital,Lubbock,TX
48303.0,Texas,33.589343900000074,-101.89098689999996,602 Indiana Ave,University Medical Center (AKA UMC),Short Term Acute Care Hospital,Lubbock,TX
48303.0,Texas,33.61709570000005,-101.90325259999996,4302 Princeton St,TrustPoint Rehabilitation Hospital of Lubbock,Rehabilitation Hospital,Lubbock,TX
48309.0,Texas,31.51444510000005,-97.1995404,6901 Medical Pkwy,Ascension Providence,Short Term Acute Care Hospital,Waco,TX
48309.0,Texas,31.489189500000062,-97.15725879999997,100 Hillcrest Medical Blvd,Baylor Scott & White Medical Center - Hillcrest (FKA Hillcrest Baptist Medical Center),Short Term Acute Care Hospital,Waco,TX
48313.0,Texas,30.942291200000057,-95.910442,100 W Cross St,CHI St Joseph Health Madison Hospital,Critical Access Hospital,Madisonville,TX
48321.0,Texas,28.980217,-95.99169369999998,104 7th St,Matagorda Regional Medical Center,Short Term Acute Care Hospital,Bay City,TX
48323.0,Texas,28.713229,-100.455679,3333 N Foster Maldonado Blvd,Fort Duncan Regional Medical Center,Short Term Acute Care Hospital,Eagle Pass,TX
48325.0,Texas,29.33449580000007,-99.13446009999996,3100 Avenue E,Medina Regional Hospital,Critical Access Hospital,Hondo,TX
48329.0,Texas,31.996162600000048,-102.09950319999996,400 Rosalind Redfern Grover Pkwy,Midland Memorial Hospital,Short Term Acute Care Hospital,Midland,TX
48329.0,Texas,31.922995800000024,-102.22245689999994,3300 S Fm 1788,Oceans Behavioral Hospital Permian Basin (FKA Allegiance Hospital of Midland),Psychiatric Hospital,Midland,TX
48335.0,Texas,32.38829370000008,-100.85574279999996,997 W I-20,Mitchell County Hospital,Critical Access Hospital,Colorado City,TX
48337.0,Texas,33.7776,-97.7325,100 Park Rd,Nocona General Hospital,Short Term Acute Care Hospital,Nocona,TX
48339.0,Texas,30.284761900000035,-95.46740079999996,504 Medical Center Blvd,HCA Houston Healthcare Conroe (FKA Conroe Regional Medical Center),Short Term Acute Care Hospital,Conroe,TX
48339.0,Texas,30.240408500000058,-95.48826789999998,17400 St Lukes Way,CHI St Lukes Health - Lakeside Hospital,Short Term Acute Care Hospital,The Woodlands,TX
48341.0,Texas,35.8642,-101.9714,224 E 2nd St,Moore County Hospital District,Critical Access Hospital,Dumas,TX
48347.0,Texas,31.61266780000005,-94.64882889999996,1204 N Mound St,Nacogdoches Memorial Hospital,Short Term Acute Care Hospital,Nacogdoches,TX
48347.0,Texas,31.652974200000077,-94.6556101,4920 Ne Stallings Dr,Nacogdoches Medical Center (AKA NMC Health Network),Short Term Acute Care Hospital,Nacogdoches,TX
48349.0,Texas,32.083637700000054,-96.50350229999998,3201 W Highway 22,Navarro Regional Hospital,Short Term Acute Care Hospital,Corsicana,TX
48353.0,Texas,32.453745,-100.39824089999996,200 E Arizona Ave,Rolling Plains Memorial Hospital,Short Term Acute Care Hospital,Sweetwater,TX
48355.0,Texas,27.778251,-97.39484349999998,600 Elizabeth St,CHRISTUS Spohn Hospital Corpus Christi - Shoreline,Short Term Acute Care Hospital,Corpus Christi,TX
48355.0,Texas,27.75275060000007,-97.3892661,3315 S Alameda St,Corpus Christi Medical Center - Doctors Regional,Short Term Acute Care Hospital,Corpus Christi,TX
48355.0,Texas,27.748780100000037,-97.38642169999996,3533 S Alameda St,Driscoll Childrens Hospital,Childrens Hospital,Corpus Christi,TX
48355.0,Texas,27.686358600000062,-97.37532359999994,6130 Parkway,South Texas Surgical Hospital,Short Term Acute Care Hospital,Corpus Christi,TX
48363.0,Texas,32.79962090000004,-98.14500069999995,400 Sw 25th Ave,Palo Pinto General Hospital,Short Term Acute Care Hospital,Mineral Wells,TX
48365.0,Texas,32.16735250000005,-94.34687649999996,409 Cottage Rd,UT Health Carthage (FKA East Texas Medical Center - Carthage),Short Term Acute Care Hospital,Carthage,TX
48367.0,Texas,32.748190600000044,-97.78564969999996,713 E Anderson St,Medical City Weatherford (FKA Weatherford Regional Medical Center),Short Term Acute Care Hospital,Weatherford,TX
48371.0,Texas,30.89380680000005,-102.88230139999996,387 W IH-10,Pecos County Memorial Hospital (AKA Pecos County Memorial Hospital Health System),Critical Access Hospital,Fort Stockton,TX
48373.0,Texas,30.730288100000053,-94.9396152,1717 Highway 59 Loop N,CHI St Lukes Health-Memorial Livingston (FKA Memorial Medical Center Livingston),Short Term Acute Care Hospital,Livingston,TX
48375.0,Texas,35.195873,-101.920871,1600 Wallace Blvd,BSA Hospital,Short Term Acute Care Hospital,Amarillo,TX
48375.0,Texas,35.19971170000008,-101.92018739999996,1501 S Coulter St,Northwest Texas Hospital,Short Term Acute Care Hospital,Amarillo,TX
48375.0,Texas,35.21255,-101.910502,6819 Plum Creek Dr,Quail Creek Surgical Hospital,Short Term Acute Care Hospital,Amarillo,TX
48375.0,Texas,35.204029700000035,-101.90655019999996,6010 W Amarillo Blvd,Amarillo VA Health Care System (AKA Thomas E Creek VA Medical Center),VA Hospital,Amarillo,TX
48383.0,Texas,31.388178,-101.463792,1300 N Main Ave,Reagan Memorial Hospital,Critical Access Hospital,Big Lake,TX
48389.0,Texas,31.401498700000047,-103.5139602,2323 Texas St,Reeves County Hospital District,Critical Access Hospital,Pecos,TX
48397.0,Texas,32.88435620000007,-96.46616209999996,3150 Horizon Rd,Texas Health Hospital Rockwall,Short Term Acute Care Hospital,Rockwall,TX
48399.0,Texas,31.94926260000005,-99.95921319999997,7821 State Highway 153,North Runnels Hospital,Critical Access Hospital,Winters,TX
48401.0,Texas,32.161131400000045,-94.7955386,300 Wilson St,UT Health Henderson (FKA East Texas Medical Center - Henderson),Short Term Acute Care Hospital,Henderson,TX
48415.0,Texas,32.687694100000044,-100.91704739999994,1700 Cogdell Blvd,Cogdell Memorial Hospital,Critical Access Hospital,Snyder,TX
48423.0,Texas,32.32955560000005,-95.29865259999995,1814 Roseland Blvd,Baylor Scott & White Texas Spine & Joint Hospital,Short Term Acute Care Hospital,Tyler,TX
48423.0,Texas,32.42573640000006,-95.21344549999998,11937 Us Highway 271,UT Health North Campus Tyler (AKA University of Texas Health Science Center at Tyler),Short Term Acute Care Hospital,Tyler,TX
48423.0,Texas,32.342884,-95.292117,800 E Dawson St,CHRISTUS Mother Frances Hospital - Tyler,Short Term Acute Care Hospital,Tyler,TX
48423.0,Texas,32.33870090000005,-95.29113969999996,1000 S Beckham Ave,UT Health Tyler (FKA East Texas Medical Center - Tyler),Short Term Acute Care Hospital,Tyler,TX
48425.0,Texas,32.24205090000004,-97.7468697,1021 Holden St,Glen Rose Medical Center,Short Term Acute Care Hospital,Glen Rose,TX
48427.0,Texas,26.3821,-98.8145,128 N Fm 3167,Starr County Memorial Hospital,Short Term Acute Care Hospital,Rio Grande City,TX
48429.0,Texas,32.75469990000005,-98.88757689999994,200 S Geneva St,Stephens Memorial Hospital,Short Term Acute Care Hospital,Breckenridge,TX
48437.0,Texas,34.53597520000005,-101.75567829999994,539 Se 2nd St,Swisher Memorial Hospital,Critical Access Hospital,Tulia,TX
48439.0,Texas,32.737054400000034,-97.34136359999997,801 7th Ave,Cook Childrens Medical Center,Childrens Hospital,Fort Worth,TX
48439.0,Texas,32.83484110000006,-97.12333629999996,1600 Hospital Pkwy,Texas Health HEB (FKA Texas Health Harris Methodist Hospital HEB),Short Term Acute Care Hospital,Bedford,TX
48439.0,Texas,32.73585380000003,-97.34541489999998,900 8th Ave,Medical City Fort Worth (FKA Plaza Medical Center of Fort Worth),Short Term Acute Care Hospital,Fort Worth,TX
48439.0,Texas,32.933655300000055,-97.0938167,1650 W College St,Baylor Scott & White Medical Center - Grapevine,Short Term Acute Care Hospital,Grapevine,TX
48439.0,Texas,32.69311430000005,-97.11305529999998,3301 Matlock Rd,Medical City Arlington (FKA Medical Center of Arlington),Short Term Acute Care Hospital,Arlington,TX
48439.0,Texas,32.586731,-97.31689439999997,11801 South Fwy,Texas Health Huguley Hospital Fort Worth South (FKA Huguley Memorial Medical Center),Short Term Acute Care Hospital,Burleson,TX
48439.0,Texas,32.65797040000007,-97.42095779999994,6100 Harris Pkwy,Texas Health Southwest Fort Worth (FKA Texas Health Harris Methodist Hospital Southwest Fort Worth),Short Term Acute Care Hospital,Fort Worth,TX
48439.0,Texas,32.6801,-97.1175,801 W Interstate 20,USMD Hospital at Arlington,Short Term Acute Care Hospital,Arlington,TX
48439.0,Texas,32.72715880000004,-97.34698529999996,1800 Park Place Ave,Baylor Scott & White Surgical Hospital - Fort Worth,Short Term Acute Care Hospital,Fort Worth,TX
48439.0,Texas,32.93952470000005,-97.12805579999996,1545 E Southlake Blvd,Texas Health Southlake (FKA Texas Health Harris Methodist Hospital Southlake),Short Term Acute Care Hospital,Southlake,TX
48439.0,Texas,32.880858,-97.53298879999994,108 Denver Trl,Texas Health Azle (FKA Texas Health Harris Methodist Hospital Azle),Short Term Acute Care Hospital,Azle,TX
48439.0,Texas,32.829237600000056,-97.21352409999996,4401 Booth Calloway Rd,Medical City North Hills (FKA North Hills Hospital),Short Term Acute Care Hospital,North Richland Hills,TX
48439.0,Texas,32.748887800000034,-97.11581979999994,800 W Randol Mill Rd,Texas Health Arlington Memorial,Short Term Acute Care Hospital,Arlington,TX
48439.0,Texas,32.726805300000024,-97.3276062,1500 S Main St,John Peter Smith Hospital (AKA JPS Health Network),Short Term Acute Care Hospital,Fort Worth,TX
48439.0,Texas,32.73725080000003,-97.33910239999994,1301 Pennsylvania Ave,Texas Health Fort Worth (FKA Texas Health Harris Methodist Hospital Fort Worth),Short Term Acute Care Hospital,Fort Worth,TX
48439.0,Texas,32.72954790000006,-97.34554659999998,1400 8th Ave,Baylor Scott & White All Saints Medical Center - Fort Worth,Short Term Acute Care Hospital,Fort Worth,TX
48439.0,Texas,32.567647900000054,-97.09570879999995,2700 E Broad St,Methodist Mansfield Medical Center,Short Term Acute Care Hospital,Mansfield,TX
48441.0,Texas,32.38389,-99.837928,6250 US-83,Hendrick Medical Center South (FKA Abilene Regional Medical Center),Short Term Acute Care Hospital,Abilene,TX
48441.0,Texas,32.4709,-99.7306,1900 Pine St,Hendrick Medical Center,Short Term Acute Care Hospital,Abilene,TX
48445.0,Texas,33.18856450000004,-102.26765609999995,705 E Felt St,Brownfield Regional Medical Center,Short Term Acute Care Hospital,Brownfield,TX
48449.0,Texas,33.17568870000002,-94.9715384,2001 N Jefferson Ave,Titus Regional Medical Center,Short Term Acute Care Hospital,Mount Pleasant,TX
48451.0,Texas,31.464477500000044,-100.43437509999995,120 E Harris Ave,Shannon Medical Center,Short Term Acute Care Hospital,San Angelo,TX
48451.0,Texas,31.418713600000046,-100.46958829999994,3501 Knickerbocker Rd,Shannon South (FKA San Angelo Community Medical Center),Short Term Acute Care Hospital,San Angelo,TX
48453.0,Texas,30.290370800000066,-97.72647909999996,919 E 32nd St,St Davids Medical Center,Short Term Acute Care Hospital,Austin,TX
48453.0,Texas,30.305555,-97.74532,1201 W 38th St,Ascension Seton Medical Center Austin,Short Term Acute Care Hospital,Austin,TX
48453.0,Texas,30.270872,-97.795855,3003 Bee Caves Rd,Arise Austin Medical Center (FKA Austin Surgical Hospital),Short Term Acute Care Hospital,Austin,TX
48209.0,Texas,30.17317680000008,-97.93172219999995,7900 Fm 1826,Ascension Seton Southwest (FKA Seton Southwest Hospital),Short Term Acute Care Hospital,Austin,TX
48453.0,Texas,30.40537790000008,-97.74380809999997,11113 Research Blvd,Ascension Seton Northwest (FKA Seton Northwest Hospital),Short Term Acute Care Hospital,Austin,TX
48453.0,Texas,30.35047610000004,-97.75177119999996,6818 Austin Center Blvd,Northwest Hills Surgical Hospital (AKA Austin Surgery Center),Short Term Acute Care Hospital,Austin,TX
48453.0,Texas,30.4113,-97.706,12221 N Mopac Expy N,St Davids North Austin Medical Center,Short Term Acute Care Hospital,Austin,TX
48453.0,Texas,30.226114900000027,-97.77456739999997,901 W Ben White Blvd,St Davids South Austin Medical Center,Short Term Acute Care Hospital,Austin,TX
48453.0,Texas,30.30046290000007,-97.83896579999998,5656 Bee Caves Rd,The Hospital at Westlake Medical Center,Short Term Acute Care Hospital,Austin,TX
48457.0,Texas,30.77608220000008,-94.42761409999996,1100 W Bluff St,Tyler County Hospital,Short Term Acute Care Hospital,Woodville,TX
48461.0,Texas,31.1181,-102.2149,2500 Hwy 305 N,McCamey Hospital,Critical Access Hospital,McCamey,TX
48463.0,Texas,29.214320100000062,-99.76812829999994,1025 Garner Field Rd,Uvalde Memorial Hospital,Critical Access Hospital,Uvalde,TX
48465.0,Texas,29.37412910000006,-100.89241539999996,801 N Bedell Ave,Val Verde Regional Medical Center,Short Term Acute Care Hospital,Del Rio,TX
48469.0,Texas,28.80813850000004,-96.99861109999996,506 E San Antonio St,DeTar Hospital Navarro,Short Term Acute Care Hospital,Victoria,TX
48469.0,Texas,28.813564300000053,-96.97779319999997,2701 Hospital Dr,Citizens Medical Center,Short Term Acute Care Hospital,Victoria,TX
48471.0,Texas,30.69862020000005,-95.55903629999996,110 Memorial Hospital Dr,Huntsville Memorial Hospital,Short Term Acute Care Hospital,Huntsville,TX
48475.0,Texas,31.59383030000004,-102.88348429999996,406 S Gary Ave,Ward Memorial Hospital,Critical Access Hospital,Monahans,TX
48477.0,Texas,30.145807,-96.399251,700 Medical Pkwy,Baylor Scott & White Medical Center - Brenham,Short Term Acute Care Hospital,Brenham,TX
48479.0,Texas,27.532487700000047,-99.4779812,1700 E Saunders St,Laredo Medical Center,Short Term Acute Care Hospital,Laredo,TX
48479.0,Texas,27.606973200000027,-99.47855529999998,10700 Mcpherson Rd,Doctors Hospital of Laredo,Short Term Acute Care Hospital,Laredo,TX
48481.0,Texas,29.219064700000047,-96.290957,303 Sandy Corner Rd,El Campo Memorial Hospital,Short Term Acute Care Hospital,El Campo,TX
48483.0,Texas,35.43948840000007,-100.27032359999998,901 S Sweetwater,Parkview Hospital,Critical Access Hospital,Wheeler,TX
48485.0,Texas,34.01905590000007,-98.924405,1207 S Bailey St,Electra Memorial Hospital,Critical Access Hospital,Electra,TX
48485.0,Texas,33.873002,-98.58019,5420 Kell Blvd,Kell West Regional Hospital,Short Term Acute Care Hospital,Wichita Falls,TX
48485.0,Texas,33.90281410000006,-98.50160549999998,1600 11th St,United Regional Health Care System (FKA United Regional Medical Center),Short Term Acute Care Hospital,Wichita Falls,TX
48487.0,Texas,34.159,-99.3131,920 Hillcrest Dr,Wilbarger General Hospital,Short Term Acute Care Hospital,Vernon,TX
48491.0,Texas,30.51113730000003,-97.71434549999998,2400 Round Rock Ave,St Davids Round Rock Medical Center,Short Term Acute Care Hospital,Round Rock,TX
48491.0,Texas,30.59106170000007,-97.41528039999996,305 Mallard Ln,Baylor Scott & White Medical Center - Taylor (FKA Johns Community Hospital),Critical Access Hospital,Taylor,TX
48491.0,Texas,30.56344370000005,-97.68461949999994,300 University Blvd,Baylor Scott & White Medical Center - Round Rock,Short Term Acute Care Hospital,Round Rock,TX
48491.0,Texas,30.567069900000035,-97.6512507,201 Seton Pkwy,Ascension Seton Williamson (FKA Seton Medical Center Williamson),Short Term Acute Care Hospital,Round Rock,TX
48491.0,Texas,30.532172100000025,-97.811711,1401 Medical Pkwy,Cedar Park Regional Medical Center,Short Term Acute Care Hospital,Cedar Park,TX
48493.0,Texas,29.15884520000003,-98.1741909,499 10th St,Connally Memorial Medical Center,Short Term Acute Care Hospital,Floresville,TX
48497.0,Texas,33.21717290000004,-97.59440069999994,609 Medical Center Dr,Wise Health System - East Campus,Short Term Acute Care Hospital,Decatur,TX
48499.0,Texas,32.945119900000066,-95.307328,719 W Coke Rd,CHRISTUS Mother Frances Hospital - Winnsboro,Critical Access Hospital,Winnsboro,TX
48499.0,Texas,32.795982700000025,-95.44547859999994,117 N Winnsboro St,UT Health Quitman (FKA East Texas Medical Center - Quitman),Critical Access Hospital,Quitman,TX
48503.0,Texas,33.0898,-98.5844,1301 Montgomery Rd,Graham Regional Medical Center,Short Term Acute Care Hospital,Graham,TX
49001.0,Utah,38.28880960000004,-112.64358839999994,1109 N 100 W,Beaver Valley Hospital,Critical Access Hospital,Beaver,UT
49003.0,Utah,41.72436970000007,-112.18195219999996,905 N 1000 W,Bear River Valley Hospital,Short Term Acute Care Hospital,Tremonton,UT
49003.0,Utah,41.490839,-112.025142,950 Medical Dr,Brigham City Community Hospital,Short Term Acute Care Hospital,Brigham City,UT
49005.0,Utah,41.75567240000004,-111.82211809999995,500 E 1400 N,Logan Regional Hospital,Short Term Acute Care Hospital,Logan,UT
49005.0,Utah,41.77576510000006,-111.821316,2380 N 400 E,Cache Valley Hospital,Short Term Acute Care Hospital,North Logan,UT
49007.0,Utah,39.60529170000007,-110.832847,300 N Hospital Dr,Castleview Hospital,Short Term Acute Care Hospital,Price,UT
49011.0,Utah,41.090950700000064,-111.99572619999998,1600 W Antelope Dr,Davis Hospital and Medical Center,Short Term Acute Care Hospital,Layton,UT
49011.0,Utah,40.885915,-111.869012,630 Medical Dr,Lakeview Hospital,Short Term Acute Care Hospital,Bountiful,UT
49013.0,Utah,40.30440760000005,-109.9963939,250 W 300 N,Uintah Basin Medical Center,Short Term Acute Care Hospital,Roosevelt,UT
49017.0,Utah,37.82439730000005,-112.42785259999994,200 N 400 E,Garfield Memorial Hospital,Critical Access Hospital,Panguitch,UT
49021.0,Utah,37.69982850000008,-113.06653789999996,1303 N Main St,Cedar City Hospital (FKA Valley View Medical Center),Short Term Acute Care Hospital,Cedar City,UT
49023.0,Utah,39.73139180000004,-111.83757519999996,48 W 1500 N,Central Valley Medical Center - CAH,Critical Access Hospital,Nephi,UT
49027.0,Utah,39.35009384200004,-112.56101226799996,126 White Sage Ave,Delta Community Hospital (FKA Delta Community Medical Center),Critical Access Hospital,Delta,UT
49027.0,Utah,38.95418630000006,-112.339623,674 S Highway 99,Fillmore Community Hospital (FKA Fillmore Community Medical Center),Critical Access Hospital,Fillmore,UT
49035.0,Utah,40.52217960000007,-111.9801235,3741 W 12600 S,Riverton Hospital,Short Term Acute Care Hospital,Riverton,UT
49035.0,Utah,40.77068720000005,-111.8383586,100 N Mario Capecchi Dr,Primary Childrens Hospital,Childrens Hospital,Salt Lake City,UT
49035.0,Utah,40.75778360000004,-111.84094019999998,500 Foothill Dr,VA Salt Lake City Health Care System - George E Wahlen Department of Veterans Affairs Medical Center,VA Hospital,Salt Lake City,UT
49035.0,Utah,40.57607560000002,-111.85406389999996,9660 S 1300 E,Alta View Hospital,Short Term Acute Care Hospital,Sandy,UT
49035.0,Utah,40.68611190000007,-111.856901,1200 E 3900 S,St Marks Hospital,Short Term Acute Care Hospital,Salt Lake City,UT
